,微博发布者id,微博昵称,微博简介,认证状态,认证理由,关注数,粉丝数,性别,微博等级
1572,6401973360,万事屋天王01,,False,,156,35,男,9
1573,7600190032,君清叻,,False,,83,4,女,0
1574,7740671182,吃个核桃补补,,False,,3,2,女,0
1575,7934692663,探探小孩,无忧无虑,False,,36,2,女,0
1576,7453883091,如果妳也听说529,,False,,81,7,女,0
1577,7928133106,咬脐郎的弓,,False,,22,13,女,0
1578,7939688902,为什么原名用不了,,False,,4,1,男,0
1579,5902828380,倾听-心底最美之音,,False,,3,1,男,1
1580,7320122580,一芥_小舟,愿你自己有充分的忍耐去担当，有充分单纯的心去信仰,False,,55,4,女,0
1581,2705173474,惜心_知,,False,,18,133,女,35
1582,7939492387,FB-Augenstern,,False,,18,1,女,0
1583,7811339581,春懒街,🦋♪这里是困崽喔😪🎀 ᵃ爱月苒不是三分热度🎑💤 ”目标清华冲冲冲🙈❗ い朝着大佬向前进⭕💭,False,,55,2,女,0
1584,7820746796,舔着糖水的蝴蝶,默默陪在你深边，态度坚定！！🌟 🌟🌟,True,超话粉丝大咖（周深超话）,276,205,女,0
1585,7891672210,可爱的深一口吃掉不给别人,不疯不癫一粒米,False,,389,316,女,0
1586,3730759917,逃不出深深深海的鱼,风雨同周，深情不移,False,,131,99,女,9
1587,7801051843,李鱼爱吃大鱼_,㊗️阿深永远平平安安✅ cp粉远离我周深毒唯自行避雷,False,,469,57,女,0
1588,7906410402,周深嘚周浅,深日到了沐,False,,223,3,女,0
1589,6472956680,室友你就死了吧,湿疣在天堂,False,,447,26,男,3
1590,7921596835,zs深深的浅浅,真正爱我们的人，爱的是真实的我们,False,,24,3,女,0
1591,7804477964,卡布叻_橙仔,&quot;永远轻盈 永远滚烫.&quot;💙,False,,60,11,女,0
1592,7777272546,啾叻个星_玉叶玥kiki,美漫HHHB【排球】日向（好感全员 挑柄吃）、【文野】乱步、陀总、果果、墩墩（好感全员 乱步不挑柄）内娱🔝周深（某些糊咖别来沾边）潮t 幻 boy 茄,False,,232,79,女,0
1593,6255763297,正义的小次郎,,False,,336,6,男,4
1594,6625009631,揪星的啾星_,wala li longla🪄🪄🪄,False,,82,7,女,4
1595,7634974097,金沙小犀牛,,False,,8,2,男,0
1596,6142613935,自由wo爱上沙虫啦6,,False,,209,28,女,4
1597,5366924896,八宝宝粥周,,False,,42,3,男,0
1598,1766245700,爱吃又得减肥,,False,,1703,109,女,9
1599,5631016872,小猫给鲸鱼以勇气,别害怕 鲸鱼在远方吟唱 灯塔的歌声 我以渺小爱你给我的旅程 ​,False,,227,48,女,4
1600,7011658943,无效198706,,False,,17,2,男,3
1601,7547614832,深_孔渊思,一路有热泪与天真 拥抱细碎的伤痕,True,超话创作官（周深超话） 微博剪辑视频博主,766,546,男,0
1602,7575820757,月出_xingxi,爱没有期限,False,,28,4,女,0
1603,6506319194,狐狸挖了三个洞,,False,,288,25,女,3
1604,7789332867,小情绪_深,,False,,38,1,女,0
1605,7927585922,夕雨安呀,嘿嘿嘿，大小姐驾到，通通闪开,False,,15,2,女,0
1606,7911039669,卡布叻-诗蒽,“到底要听多少遍指纹，才能变成我们，我又该以什么身份去见你”,False,,57,19,女,0
1607,2014251980,向阳yangyang1210,,False,,511,155,女,20
1608,7907126242,卡布叻_小约,生米,False,,338,1,女,0
1609,7718380910,最爱糯米糍啊,,False,,18,1,男,0
1610,6486737904,爱做巧克力的嫑嫑,,False,,20,5,女,4
1611,2718453897,Julius_017,嗨,True,超话粉丝大咖（周深超话）,359,5137,女,9
1612,5077587500,丞心丞意F616,我为你征战天下 @范丞丞Adam0616,True,音乐人 娱乐博主,409,20.7万,女,21
1613,6048574834,抱着小白粥一起看星星,2019.11.16——❤️,True,超话粉丝大咖（周深超话）,83,301,女,9
1614,7461021360,我要退休32696,,False,,98,10,男,0
1615,7897626189,卡布叻_阿白白白,正主：周深  💙风雨同周💙深情不移💙卡布所在💙音之天籁💙  平平无奇的10后生米,False,,168,2,女,0
1616,7793809451,周深巡演我一定会有票,不要熬夜！！！ 除夕和周深有演出的日子除外！！！,False,,67,2,女,0
1617,6868235430,少管我_叻叻叻,你唱我听，有你我在。,False,,65,8,女,4
1618,7382028175,古德哥欧要踹一踹,,False,,222,5,女,0
1619,5868204627,梦里嫑叫我绿萝,别关注我，因为不光发疯深深 有时海贼王也发疯 （）,False,,449,131,女,9
1620,7744825437,笨叻笨哦,,False,,48,22,女,0
1621,7747062172,啾星你什么时候回我,哈哈哈哈哈哈哈哈哈哈,False,,34,6,女,0
1622,7636510562,周芬奇的画画板,,False,,44,14,女,0
1623,6439879411,换了id崽崽会不会记不得了nie,,False,,169,14,女,4
1624,7863993396,Shine_浮光云影,"风雨同深 深情不移 要做有牙齿的温柔 ！！！唯米,拒泥塑 ，拒私生，拒辱追",False,,127,83,女,0
1625,7883434884,啾星该取快递啦,啾星的快递📦 取件码：C-929,False,,34,12,女,0
1626,7483148710,7483148710_529,毛逼脏杰互相炮友,False,,1,1,男,0
1627,1668451467,多读书Wyno929,一颗平凡的生米,False,,152,393,女,30
1628,6988838691,茕茕孑力2019,,False,,3,2,男,0
1629,7846197267,布可可的巧克力工厂,小生米一枚,False,,102,59,女,0
1630,6599484629,茉香温w,咕咕咕咕咕咕咕咕咕咕咕,False,,711,32,女,4
1631,6140030026,瞳光月,,False,,238,34,女,9
1632,5544760033,小鱼就会吐泡泡,呃……,False,,141,51,女,9
1633,5637413637,垚宇yaoyao,啊啊啊啊！不知道写啥！！！喜欢深深❤️,False,,486,1.5万,女,4
1634,7703823614,嗷呜嗷呜呜___,,False,,40,3,男,0
1635,6566942304,是歸尘叻,“祝你终身美丽，但也希望你不必终身美丽”,False,,304,22,女,6
1636,7744295880,忘忧的W,一粒“生米”,False,,30,1,男,0
1637,5681414953,若小兮_SY,追星✨使我快乐,True,超话粉丝大咖（周深超话）,191,128,女,13
1638,7783900160,此刻落叶飘零,,False,,364,1,男,0
1639,7302470127,北街和南城,C929一粒米,False,,339,18,女,0
1640,3960897727,hardworkhahac929,一切都会变好，也正在慢慢变好。,False,,721,127,女,9
1641,7709803573,始冬想要月亮抱,,False,,82,1,女,0
1642,7793399006,周深的小修狗,周深的修狗，没有现场的修狗🐶🫠,False,,257,236,女,0
1643,7768670337,卡布叻_AI的深啊啊啊,【要看就看精选，谢谢！纯米一粒---多多关注主页产图 ◔.̮◔✧是个精致的修图工😎脾气好的很，但是别冒犯，谢谢,False,,263,188,女,0
1644,2686117783,卡布叨_猫猫,,False,,122,17,女,4
1645,7929930397,爱7香菜的女孩,我的钱虽然不是大风刮来的，但是很像大风刮走的。,False,,45,4,女,0
1646,5261846647,但星火_永不坠落,镇魂 世界是寡言的矛盾的无解的，而你心诚血热始终是善良的（唯爱茶理🥺）吊五巅峰八阶玩家,False,,430,15,女,1
1647,7801466096,用户7801466096,,False,,39,1,男,0
1648,7873650262,烤布蕾_米菲_,天生要成为周深的蓝海一部分的。,False,,345,36,女,0
1649,6626089968,卡布叻_尘染,生米一枚，最爱深深，风雨同周，深情不移💙,False,,166,28,女,0
1650,7815785765,我像在与风相爱0929,墙你个头,False,,81,263,男,0
1651,6334395240,你猜大鲸鱼到底有多大叻,像房子一样大，像云朵一样大，塞满整个天空。,False,,71,39,女,0
1652,1737059113,陈丽君_点绛唇,浙江小百花越剧团 尹派 小生,True,浙江小百花越剧团 越剧演员,94,99.7万,女,29
1653,5375832358,笑圈少女,响应国家号召，做正能量的搞笑达人。看到什么发什么，你管不着我,True,搞笑幽默博主,121,104.4万,女,41
1654,7761484790,小猫辣的嗷嗷叫_摆烂版,三巡一定要抢到票！！！,False,,129,15,女,0
1655,1418877720,漩涡中的叶子,本命只有一个：明朝于谦，明朝那位于谦。不知道是谁的自己百度去。,False,,56,460,女,38
1656,7899004824,焦糖恬七七,反黑手焦俊艳周深金冬天，再叫一句侏儒五抢一地精试试,False,,68,9,女,0
1657,3177857660,qingning--0,,False,,138,40,女,14
1658,7925707422,周馨馨198212,正主:周深 风雨同周！！深情不移！！ 卡布所在！！音之天籁！！,False,,7,1,女,0
1659,5592321879,我产品很久没有在地球出现了,你們是真的，我磕一下怎麼了，本來就是真的,True,超话粉丝大咖（珊璐十八弯超话）,3007,6.3万,男,14
1660,6482576154,欧气满满AD钙,不听口水歌,False,,104,4,女,4
1661,3993728674,茶兔阿离,,False,,375,56,女,9
1662,1307012953,汐炎sherryan,你如此耀眼,False,,189,1618,女,34
1663,5688490367,瓦哒西果子酱,,False,,45,2,男,0
1664,2680663481,密斯十一,,False,,510,377,男,48
1665,7471086523,站在宇宙中心唱支歌,八卦娱乐追剧吐槽关爱社会关爱国家关爱地球专用,False,,409,74,女,0
1666,6526671211,C929冒个泡儿,生米,True,超话粉丝大咖（周深超话）,839,3155,女,23
1667,5088319838,炫奶茶有瘾,,True,超话粉丝大咖（朴智妍超话）,201,204,女,2
1668,1731731380,纤纤纤纤君子兰,,False,,216,482,女,26
1669,7417832712,杨优秀优秀,属性多变🤪比较博爱😚底线只有李葱一人🥰,False,,337,10,男,0
1670,7623831249,安东尼在远方,啊？,True,超话小主持人（陈恬超话）,839,1284,女,0
1671,7626389585,豁豁磨刀向瑞瑞,abo‖拒绝冷暴力,False,,366,551,女,0
1672,6484710488,橘子的米,喜欢一只唱歌好听的鸽子,True,超话粉丝钻咖（周深超话）,124,56,女,4
1673,1710669787,三十三世纪,一年又一年，不好，也不坏。,False,,855,560,女,14
1674,7900617220,卡布叻_爱听深深唱歌,正主：周深 (一心一意只爱周深),False,,137,61,女,0
1675,1882189451,aiguo小花痴,网络生态环境亟待国家重拳出击治理，原社会不光是生活还是网络都能风清气正，还我们一个绿色生活和网络环境,False,,77,267,女,23
1676,6903044452,不想做谁的某某,闲逛一下,False,,85,10,女,9
1677,2647904025,影娱同期声,抓马的一声,True,娱乐博主,89,71.1万,女,40
1678,5378366728,宝贝是我的星星呀,如鲸向海，似鸟投林。如蚁巡巢，似蜂茹蜜。,False,,371,16,男,9
1679,7674114220,深深看我一眼吧C929,人间很美好！但下辈子不来了！我愿舍弃自己的姓名，不再轮回！！！,True,超话粉丝大咖（周深超话）,1221,2032,女,0
1680,6637588550,Nenenelagain,,False,,140,104,女,9
1681,7836220199,深藏blue的星月流光,@卡布叻_周深 （zs&amp;zsw锁死！）,True,微博原创视频博主,923,1563,女,0
1682,6321686582,菜菜妮妮的香菜炸串呢,钱来，钱来，钱四面八方来，谢谢๑•́₃•̀๑,False,,35,16,女,4
1683,7406272743,半夏半暖半傾城_rfp,珍惜现在,False,,80,14,女,0
1684,5785351730,荒原狼在游荡ing,"Was ich berühre, zerfällt.",False,,134,82,女,9
1685,5521495295,bigbigbig璐璐,,False,,327,12,女,4
1686,3756061801,Curmudgeons,不用挖坟了，这是匿身份小号,False,,978,84,男,28
1687,7174948302,祎只矮星星,祎只矮星星，意思是一直爱鞠婧祎和周星星,False,,59,10,女,0
1688,7634706231,小小七七兔,,False,,9,2,男,0
1689,6935140747,快乐女巫在听反深代词,声控极端分子～，只为好听的声音停留,False,,547,73,女,0
1690,6385869531,GateauDefiningAge,致力于成为顶级销售员。,False,,358,12,女,4
1691,3115074913,我有一个小橘柑,一而再，再而三，三而不竭，千次万次。,False,,108,160,女,14
1692,1658069184,sdycl-lz,,False,,755,151,女,32
1693,7267214657,玮玮的草莓牛奶糖,医学生,True,超话粉丝大咖（胡夏超话）,222,83,女,4
1694,6207167314,放歌需纵929,越是想见的人，越难提起。,True,超话粉丝大咖（周深超话）,352,645,女,0
1695,7033901022,去挪威的冬天,啵珠精神不正常｜镇魂,False,,999,727,女,0
1696,6642437179,小易s1128,金慢慢，光是听着就足够美好。,False,,110,5,女,4
1697,7399952295,天灵盖又被唱没了叻,只想抢到周深演唱会门票,False,,419,127,女,0
1698,5797807474,每天都要看书啊,爱一朵玫瑰 从不曾枯萎,True,超话粉丝大咖（周深超话） 微博原创视频博主,564,786,男,32
1699,6208848909,wsytzxg,找个星来消遣日子,False,,91,31,女,9
1700,7503373922,白天的月亮712,,True,超话粉丝大咖（周深超话）,1169,620,男,0
1701,5080841971,三月杏雨看桃花,从此高贵散粉路人一枚～,False,,1646,254,女,34
1702,1792842892,依晨不冉,无解的话那就永远模糊不清吧。,False,,236,753,女,37
1703,2284245305,陌陌发芽的芽,翘屁嫩喵的忠实信徒,False,,283,3.5万,男,7
1704,5995445316,Celeste玦,逃离🏥,False,,278,112,女,9
1705,5982301933,顾潋秋,祝我如愿以偿,False,,552,47,女,9
1706,6559261462,白日也能见星光,励志给全世界的妹妹头小男孩一个家🩷,False,,74,79,女,9
1707,7872698449,星鱼湾C929,,False,,343,239,女,0
1708,5776007682,静候下一本好书,,False,,1354,138,女,14
1709,5465034122,抱抱的私人小保镖,佛系追星，发言仅代表个人看法，拒绝撕逼,False,,453,1160,女,32
1710,7502099682,守望星星的小兔,此生惟深！,False,,14,11,女,0
1711,6442313084,-铱催化烯烃反应-,俺是铱烯/吴妍潇！ 很高兴认识你！,True,超话粉丝钻咖（周深超话）,465,164,女,0
1712,7708077533,独怜幽草涧边生20190929,注册微博主要是为了看深深的生日直播🐒方便了解深深的新歌新舞台资讯☀️,False,,384,67,女,0
1713,2274127341,裟椤是一棵树,沉迷叶修周深彭云飞杨洋,True,超话粉丝大咖（qghappy超话）,491,172,女,27
1714,5600378342,遗忘又拼凑,,False,,1003,296,男,9
1715,7290706734,崽崽不是笨比,只是个普普通通喜欢大刀素豆的一个憨憨~,True,超话粉丝大咖（王大娘超话）,218,84,女,3
1716,7223703404,社恐的小琳,宇露君沾  顶峰相见🌊🌊,False,,324,33,女,4
1717,7450902884,深深深处小娴鱼,人生一大目标：看一次周深的现场,False,,386,15,女,0
1718,6606633750,有你-我在,🥳🥳🥳请一如既往，义无反顾，不分场合的支持我的宝贝，周深～～,False,,249,2,女,4
1719,3304878362,喵喵鱼爱薄荷糖,儿子只有一个，墙头可以有很多,False,,210,158,女,18
1720,7493123812,SDWY929,,False,,169,2,女,0
1721,3059517423,寡淡的栗子树,咩啊？我就是喜欢周深,False,,294,167,女,27
1722,7424595418,dhqzlb,千江有水千江月,False,,46,2,女,0
1723,3305942187,大鲸鱼没有墙头,,False,,587,76,女,14
1724,5123333494,杠精你是对的,,False,,49,1,女,0
1725,6594138526,小李子不理,我抬头没有神明，只有黑夜惶惶,True,娱乐博主 超话创作官（李明德超话） 微博原创视频博主,394,1.3万,男,4
1726,6782244454,惺惺惜惺惺_SQ,,False,,280,3,女,4
1727,7717104849,一拳干倒少年郎,星空和玫瑰是世界上最浪漫的东西   长佩作者，苦涩,True,微博剪辑视频博主,148,353,女,0
1728,3753191300,董麦森,希望世人都有尊严的活着,True,融资界网络集团 董事长 董麦森,72,31.4万,男,24
1729,7691182748,尽量少多管闲事,,False,,13,1,男,0
1730,6615996764,钢琴柚子白色自行车,视奸我的人都被灌肠哦,False,,973,143,女,9
1731,7579531662,粥粥猫宁w,但行好事，莫问前程，有人爱你💙｜镇魂 可在主页搜“自证”,True,超话粉丝大咖（周深超话）,718,572,女,0
1732,7291165680,琼瑶艾语yu,欢迎来到琼墨宝宝的星球！,False,,234,88,女,0
1733,6854996989,SUBSATELLITE,我愛你七千八百年,True,超话粉丝大咖（梁静茹超话）,64,1295,女,14
1734,2876612283,一是李艾儿啊,2024会更好 中国🇨🇳 加油,False,,343,5.2万,男,35
1735,7680738667,识卿阡陌多暖春,,False,,94,4,男,0
1736,3276826595,山间一朵鬼叻,疯狗别跟我说话（没错，任何想骂我的人都是疯狗）,False,,441,35,女,2
1737,5636433520,我会去戴维斯,,False,,8,1,女,0
1738,6806557822,ImnotAngry,不生气 但会拉黑；如果看了你 那是大数据在推、skr,False,,224,197,女,4
1739,2379026091,可别管我拉,来年陌生的是昨日最亲的某某。,False,,162,259,女,27
1740,1678107453,落井的深井冰,神经病经常发作的矛盾体,False,,432,244,女,22
1741,5884872674,养着小海豚呢,愿你所愿，终不落空。@钟辰乐,True,超话粉丝大咖（钟辰乐超话）,98,80,女,9
1742,6582560758,羽禾宝,,False,,456,211,女,4
1743,2747647632,乐观土豆_开炮版,我爱学习,False,,111,72,女,10
1744,6304601962,闪闪闪电球,好吃好睡,False,,912,33,女,0
1745,7788924725,番茄鱼统治世界,小鱼小鱼快快游 四面八方是自由,False,,1387,1.1万,女,0
1746,1891702564,唯景_128,╮(╯▽╰)╭,False,,283,106,女,5
1747,1826351683,LILI哩啷个梨,主打一个号到处浪，什么圈都转几下。关爱乳腺和甲状腺健康，擅长拉黑。话唠，刷屏预警。,True,超话粉丝大咖（LISA超话）,551,809,女,46
1748,6022282445,河间一嫩的_Shen,好喜欢周深呀,False,,245,29,女,4
1749,7365874628,吃饭不吃菜_Cloverly,,False,,414,5,女,0
1750,6394102772,一点也不暴躁的西瓜子,做烧不死的鸟，折不断的竹，永远真实、鲜活,False,,1100,209,女,14
1751,6195185180,青梅味酒,花开忘忧·青梅味酒(镇魂),True,超话粉丝大咖（周深超话）,298,122,女,9
1752,5457907129,le深渊黑少,Never Mind the Scandal and Liber,True,超话小主持人（周深的歌迷超话）,291,349,女,7
1753,7511753862,瓢泼大雨滴嗒嗒,一个快乐的吃🍉群众,False,,411,111,男,0
1754,5601601020,粥森是我的大兄弟叻,周深在我心里就是最棒der ！最可爱der ！最帅的der男人！【周深要和米们健康平安好好的见面,True,超话粉丝钻咖（周深超话）,125,173,女,9
1755,5471376657,__收集时光__,让我想想，再想想，一想再想,False,,115,22,女,9
1756,3828445198,那个在楼上的小男孩,,False,,13,29,男,9
1757,7270340468,新時期小羊羔,别看了再看也是#杨博文四代第一主舞,True,超话创作官（杨博文YBW超话） 微博剪辑视频博主,531,1.1万,女,0
1758,6094800264,Fiona_GW,,True,超话粉丝大咖（周深超话）,300,300,女,4
1759,1660042382,板栗熊,长不大的板栗熊。,False,,1085,222,女,16
1760,6863429932,--子非吾--,黑夜给了我黑色的眼睛， 我却用它寻找光明。,False,,819,12,女,4
1761,3592570285,阿铃啊_沉迷周深无法自拔,秃米【祈祷我有演唱会的前排票票🎫【虔诚祈祷🙏🏿【谨言慎行才能拥有我宝的演唱会票子🎫【周深的玫瑰🌹,False,,411,164,女,9
1762,7098883741,啾一口星星,,False,,259,108,女,4
1763,1343062024,倾畅吃茶去,长条旅程，永在中途。,False,,1133,899,女,31
1764,3304708061,曾这样问过-梦与活着,,False,,160,29,男,14
1765,7452552967,coordinate_周深太好看了版,花店不开了 花继续开,True,超话粉丝大咖（周深超话）,393,177,女,0
1766,1831289833,娱乐看客123,,False,,21,1172,男,9
1767,6803848198,岑嵛_过载版,捡了小猫（有事私信、不扩关,True,娱乐博主 超话粉丝大咖（周深超话）,409,1.5万,女,0
1768,6212004885,NO1尽兴,向前跑～带着赤子的骄傲～(o^^o),False,,410,48,女,4
1769,2605175367,橘三岁跟何三岁,藏剑山庄高智商高收入帅气二小姐～,False,,637,312,女,36
1770,6416478187,啾星的辣椒粉快递_,诚信是一轮圆月，唯有与高处的皎洁对视，才能沉淀出对待生命的真正态度；诚信是高山之巅的水，能够洗尽浮华，洗尽虚诈，留下启悟心灵的妙谛。,False,,117,109,男,5
1771,5866416830,J·Y烨,自由主义者,False,,171,266,女,4
1772,7246342627,谢谢我的名字叫恐惧,什么都吃的杂食党，别惹，喜欢阴暗扭曲的爬行🙂🙂🙂,False,,45,16,女,4
1773,5782261965,kikihahahala,爱记录生活的👸🏻,False,,67,76,女,4
1774,3579170743,罗网天字一等_暄臣SHENSELF,快进到三体人占领地球 镇魂,True,超话粉丝大咖（赵高超话）,499,1437,女,26
1775,5319595097,高级小麦家的种植户,保持你的喜欢～尊重我的喜欢～,False,,286,282,女,30
1776,7511029597,醉入深怀,努力学习，努力努力，逢考必过！！！,False,,61,3,女,0
1777,7671996053,简偲颜宝贝,,False,,61,2,女,0
1778,5953200971,梦浮欢,浮生若梦 为欢几何,False,,160,80,女,14
1779,6527335442,椿与深,要一直一直这样爱着周深，直到生命尽头。,True,超话粉丝大咖（周深超话）,692,2926,女,4
1780,7569772296,Dream_烏璦,因為星星✨我開始眷戀這人間。,False,,1069,274,女,0
1781,7769524935,相逢一笑便情长,若有侵权冒犯，私信及时删🤝,True,辽宁圣亚影视 后期制作 娱乐博主 超话创作官（陈丽君超话） 微博原创视频博主,1371,1.1万,女,0
1782,7762309800,树上七个猴来了,……,True,娱乐博主 微博原创视频博主,1347,1.5万,男,0
1783,6514392642,草莓大户不吃草莓派,这个人懒死了,False,,24,19,女,4
1784,3978182877,SHMYAN,🙆🙆🙆🐶🐶🐶🐱🐱🐱🍯🍯🍯,False,,482,152,女,14
1785,7497466230,吒米,脚踩风火轮，上粥粥,False,,115,8,女,0
1786,5890453167,Angle颜浅浅,路要朝前走，人往未来看      正主：薛之谦  楼内：一代千玺，二代团偏126，三代苏新皓，四代陈浚铭杨博文 楼外属性：周深 鞠婧祎 院人,False,,681,412,女,9
1787,5758439109,趁风起时99,,False,,190,80,女,9
1788,6166777298,骑着蜗牛追星星叻花蕾,,False,,493,171,女,0
1789,7068438177,混沌大黑龙,,False,,112,4,男,0
1790,5410038287,做让自己开心的事就好,我就开个号追周深,False,,320,9,女,5
1791,5976427488,躁候世界爆炸,什么都刷 什么都爱看 内分泌不调 主页精神攻击慎入 取关随意,False,,272,57,女,4
1792,1445398781,啾星奶团子,懒人一枚,False,,233,53,女,4
1793,7501911169,果子园里的龟龟,,False,,179,6,男,0
1794,6984266276,一颗煲崽饭,永远不会因为别人改变自己,True,超话粉丝大咖（徐梦洁超话）,998,3112,女,4
1795,6564557795,与卿余情_Bonnie,开号只为周深，关注必回！禁有墙头，禁cp，ns，mxh…,False,,147,46,女,4
1796,7019308481,小海豚的棒棒糖,大爱特爱！,True,娱乐博主 超话粉丝大咖（吴佳怡超话） 微博剪辑视频博主,491,1万,女,4
1797,7509495389,一介散修9527,,False,,578,7,男,0
1798,6875273212,是念熙啊啊啊,你怎么知道我在贵阳场和武汉场。不定期回来看小宝。想小宝😭也想米姐们😭爱你们。,False,,189,50,女,0
1799,2627305751,杀生丸老婆粉,🐱🐢🖌️🎵自爱，沉稳，而后爱人！,False,,330,440,女,36
1800,7525734386,西瓜籽吞进去真的会长成西瓜,来自C929星球，爱看小说和粥深的米吖 ps：只爱正版,False,,114,20,女,0
1801,5538802873,zheshi-JinJin,需要镇魂 日常发疯,True,微博原创视频博主,306,1490,女,9
1802,1279587320,青木透,,False,,50,74,女,11
1803,5563590490,瑄瑄优优,,False,,87,15,女,9
1804,7795938924,Emily身披混天绫,【M别来沾边】良好作息保持者，努力不摆烂仰卧起坐者😋,False,,265,515,男,0
1805,7367206896,李知恩恋爱关IU什么事,别看了,True,娱乐博主,481,8693,女,0
1806,7733496869,锐锐菜的很,爱好骑车，喜欢旅游，爱好不等 希望有志同道合的小伙伴一起,True,微博原创视频博主,74,1.8万,女,0
1807,1689653470,-桑晚,换人了换人了，现在运营的不是本人,True,情感博主 微博原创视频博主,572,74.9万,女,19
1808,7871163048,噜啦啦929噜啦啦,爱深深,False,,524,460,女,0
1809,1105488080,郑秀妍在我心尖上,follow your heart❤️,False,,204,377,女,9
1810,7777236676,跟我推喝不到一起去,让让我吧，我都搞点五了,False,,543,390,女,0
1811,7309888011,爱吃土豆的阿蕊,任时光匆匆流去，我只在乎你,True,超话粉丝大咖（周深超话）,279,114,女,0
1812,6534673140,小甜粥的粥,Wala li longla！,True,超话粉丝大咖（周深超话）,451,419,女,4
1813,2726914242,每天都很困困的的的的,冲浪专用。路过而已。 慎。独。日拱一卒，日行一步，日凿一寸。,False,,427,310,女,38
1814,1465763380,天凉好个秋920929,,False,,94,88,女,7
1815,7456162963,一口一瓶AD钙_,米缸一粒米,False,,751,234,女,0
1816,5515295242,深深的米爱奋斗92418,开个耗子追个人，没了,False,,286,30,男,4
1817,6601848667,你捡到我的深崽了吗,我评论谁不代表我认识谁，我认同他的一些观点，不代表我认同他全部观点,False,,383,537,女,4
1818,7437995557,妈妈我想飞得糕点,,False,,15,3,女,0
1819,5235590077,-泡菜焗猫-,名声在外 有好有坏 以前是以前 现在是变态,True,娱乐博主 超话创作官（陈丽君超话）,109,1737,女,36
1820,5688301244,卡在黄杉树北边的黑喵,往更高出走吧,False,,89,3,男,4
1821,6231331970,冰岛可以牧鲸嘛-,anonymous|周深大桔大利 在考试 请叫我下线,False,,843,129,女,9
1822,7555526537,白马踏新泥鸭,,False,,471,1,女,0
1823,6348956026,扛起小百灵就跑_调版,山海间唯热爱无可遮掩 23.10.7我们是彼此的歌迷,True,超话粉丝大咖（周深超话）,353,141,女,0
1824,6314368999,娱大仙仙仙儿,那咋了你忍忍吧😋投稿🈴私信,True,电视剧博主 微博原创视频博主,2250,4.1万,女,18
1825,7133929770,一只小小的米,废米就是我…,True,超话粉丝大咖（周深超话）,412,189,女,3
1826,5848510989,遇健情深,大王子的姑娘，小王子的快递～,True,超话粉丝大咖（李健超话）,345,209,女,20
1827,6246381312,Po酱Ha酱妈咪,尚雯婕是我妈咪,True,微博剪辑视频博主,351,91,女,9
1828,7440001209,housime,,False,,1036,24,女,0
1829,6557391798,源气奶啵,开心至上！健康至上！,True,超话创作官（田曦薇超话） 微博剪辑视频博主,395,1万,女,4
1830,6147334793,辛辛辛辛馨,消息混杂的时代，得先有三观,False,,664,12,女,8
1831,6490016071,呦呦深鸣,点赞专用,False,,125,22,女,0
1832,6404468906,簟瑟寒,其实我真不想打个错别字。。。,False,,560,236,女,4
1833,6353106747,芒鞋破钵无人识,我的一是你，二还是你。 -言蹊＆陶安之,True,超话粉丝大咖（喻言超话）,33,224,女,17
1834,7596251915,仇家太多不好暴露名字,【称意即相宜】热爱温暖&amp;认真&amp;干净,False,,143,19,女,0
1835,6304804972,生活需要黑色幽默乔佳,梦想就是一定要去一次周深的演唱会。,False,,601,95,女,4
1836,6493111931,mlss96,俗人一个,False,,472,16,男,0
1837,6453159832,不会飞的倔强星,努力٩(๑•̀ω•́๑)۶,False,,245,34,女,0
1838,3951547284,身体棒棒不生病,我喜欢的人，有光，光而不耀，与光同尘。,False,,7,2,女,3
1839,6311023977,甘-蓝,加油,False,,156,17,女,0
1840,1787236721,萌萌星星酱,唯爱深深！,False,,565,316,女,27
1841,6000031140,榴莲不睡觉就会被做成千层,雷好🔝置顶❗❗❗双取不必通知，单取一律拉黑。谢谢配合。,True,读物博主 超话粉丝大咖（周深超话）,1034,774,女,15
1842,7572822225,周浅肠子的走向,深入星辰大海，顾梦周全,True,超话粉丝大咖（周深超话）,292,82,女,0
1843,6501849473,南孩子们,爱吃吃的胖子,False,,337,145,女,19
1844,7397185335,礼貌嘛少管我,,False,,64,7,女,0
1845,7829648735,Nostalgia_舟畔梨诗雪,我会用歌声的方式陪伴你们活下去。 - SHEN.,True,微博剪辑视频博主,109,1.1万,女,0
1846,6298060117,Danae圈地自萌,,False,,226,53,女,4
1847,7793167525,SupapornF,泰国生米🇹🇭为周深而来🇨🇳,False,,109,151,女,0
1848,7673415346,99啾星周游世界_卷卷见深版,啾星是我的小福星🌟毒唯,False,,317,236,女,0
1849,5751988080,你要我改啥名字才行,善良是一种美德，善良是一种远见，善良是一种自信，善良是一种精神力量，善良是一种以逸待劳的沉稳，善良是一种文化，善良是一种快乐，善良一种乐观。,False,,97,98,男,3
1850,5787231512,曜_x魄,,False,,142,14,女,8
1851,3974927760,PPN_楠,做一个情绪稳定的成年人‪ᯅ̈,True,娱乐博主,492,8370,女,35
1852,5260941088,我是珍珠叫我珠珠,人生当自强！,False,,996,2970,女,23
1853,7395394721,因为周深开通了微博,到这里只为了看周深,False,,94,13,女,0
1854,7776571684,土豆小洋芋_-,生米,False,,247,139,女,0
